118,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,mudhal tirumozhi ,1,*mechchoodhu shankam idaththaan* nalvEyoodhi* \npoychchoodhil thORRa* poRaiyudai mannarkkaay* \npaththoor peRaadhu anRu* bhaaratham kai seytha* \naththoodhan appoochchi kaattukinRaan* ammanE! appoochchi kaattukinRaan. 1,*மெச்சூதுசங்கம்இடத்தான் * நல்வேயூதி *\nபொய்ச்சூதில்தோற்ற * பொறையுடைமன்னர்க்காய் *\nபத்தூர்பெறாதுஅன்று * பாரதம்கைசெய்த *\nஅத்தூதன்அப்பூச்சிகாட்டுகின்றான் * அம்மனே ! அப்பூச்சிகாட்டுகின்றான். 1.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,முதல்திருமொழி - மெச்சூது (பூச்சிகாட்டி விளையாடுதல்.) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,మొదటి తిరుమొళి – మెచ్చూదు ,,*మెచ్చూదు శంగం ఇడత్తాన్* నల్ వేయ్ఊది*  పొయ్‌చ్చూదిల్ తోట్ఱ* పొఱైయుడై మన్నర్‌క్కాయ్*  పత్తూర్ పెఱాదు అన్ఱు* బారతం కై శెయ్‌ద*  అత్తూదన్ అప్పూచ్చి కాట్టుకిన్ఱాన్* అమ్మనే! అప్పూచ్చి కాట్టుకిన్ఱాన్. 1 
119,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,mudhal tirumozhi ,2,malaipurai thOL mannavarum* maaradharum maRRum* \npalar kulaiya* nooRRuvarum pattazhiya* paarththan \nsilai vaLaiyath* thiNthErmEl munninRa* seNGgaN\nalavalai vandhu appoochchi kaattukinRaan* ammanE! appoochchi kaattukinRaan.2,மலைபுரைதோள்மன்னவரும் * மாரதரும்மற்றும் *\nபலர்குலைய * நூற்றுவரும்பட்டழிய * பார்த்தன் \nசிலைவளையத் * திண்தேர்மேல்முன்னின்ற * செங்கண் \nஅலவலைவந்துஅப்பூச்சிகாட்டுகின்றான் * அம்மனே !அப்பூச்சிகாட்டுகின்றான். 2. ,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,முதல்திருமொழி - மெச்சூது (பூச்சிகாட்டி விளையாடுதல்.) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,మొదటి తిరుమొళి – మెచ్చూదు ,,మలైపురై తోళ్ మన్నవరుం* మారదరుం మట్ఱుం*  పలర్ కులైయ* నూట్ఱువరుం పట్టళియ* పార్‌త్తన్  శిలై వళైయ* త్తిణ్‌తేర్‌మేల్ మున్నిన్ఱ* శెఙ్గణ్  అలవలై వన్దు అప్పూచ్చి కాట్టుగిన్ఱాన్* అమ్మనే! అప్పూచ్చి కాట్టుగిన్ఱాన్. 2 
120,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,mudhal tirumozhi ,3,kaayum n^eer pukku* kadambERi* kaaLiyan\ntheeya paNaththil* silambaarkka paayndhaadi* \nvEyin kuzhaloodhi* viththakanaay n^inRa* \naayanvandhu appoochchi kaattukinRaan* ammanE! appoochchi kaattukinRaan.3.,காயும்நீர்புக்குக் * கடம்பேறி * காளியன் \nதீயபணத்தில் சிலம்பார்க்கப்பாய்ந்தாடி *\nவேயிங்குழலூதி * வித்தகனாய்நின்ற *\nஆயன்வந்துஅப்பூச்சிகாட்டுகின்றான் * அம்மனே ! அப்பூச்சிகாட்டுகின்றான். 3.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,முதல்திருமொழி - மெச்சூது (பூச்சிகாட்டி விளையாடுதல்.) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,మొదటి తిరుమొళి – మెచ్చూదు ,,కాయుం నీర్ పుక్కు* కడమ్బేఱి* కాళియన్  తీయ పణత్తిల్* శిలమ్బార్‌క్క పాయ్‌న్దాడి*  వేయిన్ కుళల్ ఊది* విత్తగనాయ్ నిన్ఱ*  ఆయన్ వన్దు అప్పూచ్చి కాట్టుగిన్ఱాన్* అమ్మనే! అప్పూచ్చి కాట్టుగిన్ఱాన్. 3 
121,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,mudhal tirumozhi ,4,iruttil piRandhupOy* Ezhai vallaayar* \nmaruttaith thavirppiththu* van_kaNchanmaaLap- \npuratti* an^n^aaL eNGgaL* poompattuk koNda* \narattan vandhu appoochchi kaattukinRaan* ammanE! appoochchi kaattukinRaan.,இருட்டில்பிறந்துபோய் * ஏழைவல்லாயர் *\nமருட்டைத்தவிர்ப்பித்து * வன்கஞ்சன்மாளப் \nபுரட்டி * அந்நாள்எங்கள் * பூம்பட்டுக்கொண்ட *\nஅரட்டன்வந்துஅப்பூச்சிகாட்டுகின்றான் * அம்மனே ! அப்பூச்சிகாட்டுகின்றான். 4. ,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,முதல்திருமொழி - மெச்சூது (பூச்சிகாட்டி விளையாடுதல்.) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,మొదటి తిరుమొళి – మెచ్చూదు ,,ఇరుట్టిల్ పిఱన్దుపోయ్* ఏళై వల్లాయర్*  మరుట్‌టై త్తవిర్‌ప్పిత్తు* వన్ కఞ్జన్ మాళ ప్-  పురట్టి* అన్నాళ్ ఎఞ్గళ్* పూమ్పట్టు క్కొణ్డ*  అరట్టన్ వన్దు అప్పూచ్చి కాట్టుగిన్ఱాన్* అమ్మనే! అప్పూచ్చి కాట్టుగిన్ఱాన్. 4 
122,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,mudhal tirumozhi ,5,sEppooNda* saadu sidhaRi* thirudi n^eykku\naappooNdu* nandhan manaivi kadai thaambaal* \nsOppooNdu * thuLLi thudikkath thudikka* anRu\naappooNdaan appoochchi kaattukinRaan* ammanE! appoochchi kaattukinRaan.,சேப்பூண்ட சாடுசிதறி * திருடிநெய்க்கு \nஆப்பூண்டு * நந்தன்மனைவிகடைதாம்பால் *\nசோப்பூண்டு * துள்ளித்துடிக்க * அன்று \nஆப்பூண்டான்அப்பூச்சிகாட்டுகின்றான் * அம்மனே ! அப்பூச்சிகாட்டுகின்றான். 5.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,முதல்திருமொழி - மெச்சூது (பூச்சிகாட்டி விளையாடுதல்.) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,మొదటి తిరుమొళి – మెచ్చూదు ,,శేప్పూణ్డ* శాడు శిదఱి* తిరుడి నెయ్‌క్కు  ఆప్పూణ్డు* నందన్ మనైవి కడై తామ్బాల్*  శోప్పూణ్డు * తుళ్ళి తుడిక్క త్తుడిక్క* అన్ఱు ఆప్పూణ్డాన్ అప్పూచ్చి కాట్టుగిన్ఱాన్* అమ్మనే! అప్పూచ్చి కాట్టుగిన్ఱాన్. 5 
123,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,mudhal tirumozhi ,6,seppiLa menmulaith* dhEvaki n^aNGgaikku* \nsoppadath thOnRith* thoRuppaadiyOm vaiththa* \nthuppamum paalum* thayirum vizhuNGgiya* \nappan vandhu appoochchi kaattukinRaan* ammanE! appoochchi kaattukinRaan.,செப்பிளமென்முலைத் * தேவகிநங்கைக்கு *\nசொப்படத்தோன்றித் * தொறுப்பாடியோம்வைத்த *\nதுப்பமும்பாலும் * தயிரும்விழுங்கிய *\nஅப்பன்வந்துஅப்பூச்சிகாட்டுகின்றான் * அம்மனே ! அப்பூச்சிகாட்டுகின்றான். 6. ,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,முதல்திருமொழி - மெச்சூது (பூச்சிகாட்டி விளையாடுதல்.) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,మొదటి తిరుమొళి – మెచ్చూదు ,,శెప్పిళ మెన్ములై* త్తేవకి నఙ్‌గైక్కు*  శొప్పడ త్తోన్ఱి* త్తొఱుప్పాడియోం వైత్త*  తుప్పముం పాలుం* తయిరుం విళుఙ్గియ*  అప్పన్ వన్దు అప్పూచ్చి కాట్టుగిన్ఱాన్* అమ్మనే! అప్పూచ్చి కాట్టుగిన్ఱాన్. 6 
124,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,mudhal tirumozhi ,7,thaththuk koNdaaLkolO?* thaanE peRRaaL kolO?* \nsiththa manaiyaaL* asOthai iLaNchiNGgam* \nkoththaar karuNGkuzhal* gOpaala kOLari* \naththan vandhu appoochchi kaattukinRaan* ammanE! appoochchi kaattukinRaan.,தத்துக்கொண்டாள்கொலோ? * தானேபெற்றாள்கொலோ? *\nசித்தமனையாள் * அசோதையிளஞ்சிங்கம் *\nகொத்தார்கருங்குழல் * கோபாலகோளரி *\nஅத்தன்வந்துஅப்பூச்சிகாட்டுகின்றான் * அம்மனே ! அப்பூச்சிகாட்டுகின்றான். 7.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,முதல்திருமொழி - மெச்சூது (பூச்சிகாட்டி விளையாடுதல்.) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,మొదటి తిరుమొళి – మెచ్చూదు ,,తత్తు క్కొణ్డాళ్ కొలో?* తానే పెట్ఱాళ్ కొలో?*  శిత్త మనైయాళ్* అశోదై ఇళమ్ శిఙ్గం*  కొత్తార్ కరుంకుళల్* గోపాల కోళరి*  అత్తన్ వన్దు అప్పూచ్చి కాట్టుగిన్ఱాన్* అమ్మనే! అప్పూచ్చి కాట్టుగిన్ఱాన్. 7 
125,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,mudhal tirumozhi ,8,koNGgai * vankoonisoRkoNdu* kuvalayath\nthuNGgak kariyum* pariyum iraachchiyamum* \neNGgum paradhaRku aruLi* van_kaanadai* \naNGkaNNan appoochchi kaattukinRaan* ammanE! appoochchi kaattukinRaan.,கொங்கை * வன்கூனிசொற்கொண்டு * குவலயத் \nதுங்கக்கரியும் * பரியும்இராச்சியமும் *\nஎங்கும்பரதற்கருளி * வன்கானடை *\nஅங்கண்ணன்அப்பூச்சிகாட்டுகின்றான் * அம்மனே ! அப்பூச்சிகாட்டுகின்றான். 8.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து,முதல்திருமொழி - மெச்சூது (பூச்சிகாட்டி விளையாடுதல்.) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,మొదటి తిరుమొళి – మెచ్చూదు ,,కొఙ్‌గై * వన్ కూనిశొఱ్ కొణ్డు* కువలయత్ తుఙ్గ క్కరియుం* పరియుం ఇరాచ్చియముం*  ఎఙ్గుం పరదఱ్కు అరుళి* వన్ కాన్ అడై*  అమ్ కణ్ణన్ అప్పూచ్చి కాట్టుగిన్ఱాన్* అమ్మనే! అప్పూచ్చి కాట్టుగిన్ఱాన్. 8 
126,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,mudhal tirumozhi ,9,padhaha mudhalai vaayp * patta kaLiRu* \nkadhaRik kaikooppi* en_kaNNaa! kaNNaa! enna* \nudhavap puLLoorndhu* aNGgu uRuthuyar theerththa* \nadhakan vandhu appoochchi kaattukinRaan* ammanE! appoochchi kaattukinRaan.,பதகமுதலைவாய்ப் * பட்டகளிறு *\nகதறிக்கைகூப்பி * என்கண்ணா ! கண்ணா ! என்ன *\nஉதவப்புள்ளூர்ந்து * அங்குஉறுதுயர்தீர்த்த *\nஅதகன்வந்துஅப்பூச்சிகாட்டுகின்றான் * அம்மனே ! அப்பூச்சிகாட்டுகின்றான். 9.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,முதல்திருமொழி - மெச்சூது (பூச்சிகாட்டி விளையாடுதல்.) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,మొదటి తిరుమొళి – మెచ్చూదు ,,పదగ ముదలై వాయ్ * ప్పట్ట కళిఱు*  కదఱి క్కైకూప్పి* ఎన్ కణ్ణా! కణ్ణా! ఎన్న*  ఉదవ ప్పుళ్ళూర్‌న్దు* అఙ్గు ఉఱుతుయర్ తీర్‌త్త*  అదగన్ వన్దు అప్పూచ్చి కాట్టుగిన్ఱాన్* అమ్మనే! అప్పూచ్చి కాట్టుగిన్ఱాన్. 9 
127,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,mudhal tirumozhi ,10,*vallaaLi ilaNGgai malaNGgach* charandhurandha* \nvillaaLanai* vishNu chiththan viriththa* \nsollaarndha * appoochchip paadal ivaipaththum * \nvallaar_pOy* vaikuntham manni irupparE. ,*வல்லாளிலங்கைமலங்கச் * சரந்துரந்த *\nவில்லாளனை * விட்டுசித்தன் விரித்த *\nசொல்லார்ந்த * அப்பூச்சிப்பாடல்இவைபத்தும் *\nவல்லார்போய் * வைகுந்தம் மன்னியிருப்பரே. 10.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,முதல்திருமொழி - மெச்சூது (பூச்சிகாட்டி விளையாடுதல்.) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,మొదటి తిరుమొళి – మెచ్చూదు ,,*వల్లాళి ఇలఙ్‌గై మలఙ్గ* చ్చరన్ తురన్ద*  విల్లాళనై* విట్టు శిత్తన్ విరిత్త*  శొల్లార్‌న్ద * అప్పూచ్చి ప్పాడల్ ఇవైపత్తుం *  వల్లార్ పోయ్* వైకుందం మన్ని ఇరుప్పరే. 10 
128,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,iraNdaam tirumozhi ,1,*aravaNaiyaay! aayarERE!* ammam uNNath thuyilezhaayE* \niravum uNNaathu uRaNGgi n^eepOy* inRumuchchi koNdathaalO* \nvaravum kaaNEn vayiRasaindhaay* vana mulaihaL sOrndhu paaya* \nthiruvudaiya vaaymaduththuth* thiLaiththu udhaiththup paruhidaayE. ,*அரவணையாய் ! ஆயரேறே ! அம்மமுண்ணத்துயிலெழாயே *\nஇரவுமுண்ணாதுஉறங்கிநீபோய் * இன்றுமுச்சிகொண்டதாலோ *\nவரவும்காணேன்வயிறசைந்தாய் * வனமுலைகள்சோர்ந்துபாய *\nதிருவுடையவாய்மடுத்துத் * திளைத்துதைத்துப்பருகிடாயே. 1.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,இரண்டாம் திருமொழி - அரவணையாய் (கண்ணனை முலையுண்ண அழைத்தல்) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,రెండవ తిరుమొళి – అరవణైయాయ్ ,,*అరవణైయాయ్! ఆయర్ఏఱే!* అమ్మం ఉణ్ణ త్తుయిల్ ఎళాయే*  ఇరవుం ఉణ్ణాదు ఉఱఙ్గి నీపోయ్* ఇన్ఱుం ఉచ్చి కొణ్డదాలో* వరవుం కాణేన్ వయిఱ్అశైన్దాయ్* వన ములైగళ్ శోర్‌న్దు పాయ*  తిరువుడైయ వాయ్‌మడుత్తు* త్తిళైత్తు ఉదైత్తు ఫ్పరుగిడాయే. 1 
129,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,iraNdaam tirumozhi ,2,vaiththa n^eyyum kaayndha paalum* vadithayirum n^aRu veNNeyum* \niththanaiyum peRRaRiyEn* empiraan! nee piRandha pinnai* \neththanaiyum seyyap peRRaay* Edhum seyyEn kadham padaathE* \nmuththanaiya muRuval seythu* mookkuRiNchi mulai uNaayE.,வைத்தநெய்யும்காய்ந்தபாலும் * வடிதயிரும்நறுவெண்ணெயும் *\nஇத்தனையும்பெற்றறியேன் * எம்பிரான் ! நீ பிறந்தபின்னை *\nஎத்தனையும்செய்யப்பெற்றாய் * ஏதும்செய்யேன்கதம்படாதே *\nமுத்தனையமுறுவல்செய்து * மூக்குறுஞ்சிமுலையுணாயே. 2.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,இரண்டாம் திருமொழி - அரவணையாய் (கண்ணனை முலையுண்ண அழைத்தல்) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,రెండవ తిరుమొళి – అరవణైయాయ్ ,,వైత్త నెయ్యుం కాయ్‌న్ద పాలుం* వడి తయిరుం నఱు వెణ్ణెయుం*  ఇత్తనైయుం పెట్ఱఱియేన్* ఎమ్ పిరాన్! నీ పిఱన్ద పిన్నై* ఎత్తనైయుం శెయ్య ప్పెట్ఱాయ్* ఏదుం శెయ్యేన్ కదం పడాదే*  ముత్తనైయ ముఱువల్ శెయ్‌దు* మూక్కుఱిఞ్జి ములై ఉణాయే. 2 
130,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,iraNdaam tirumozhi ,3,thandham makkaL azhudhu senRaal* thaaymaaraavaar tharikkakillaar* \nvandhu n^inmEl poosal seyya* vaazhavalla vaasudhEvaa!* \nundhaiyar un_thiRaththarallar* unnai n^aan onRu urappamaattEn* \nnandhagOpan aNisiRuvaa!* naan surandha mulaiyuNaayE.,தந்தம்மக்கள்அழுதுசென்றால் * தாய்மாராவார்தரிக்ககில்லார் *\nவந்துநின்மேல்பூசல்செய்ய * வாழவல்லவாசுதேவா !*\nஉந்தையார்உ ன்திறத்தரல்லர் * உன்னைநானொன்றுரப்பமாட்டேன் *\nநந்தகோபனணிசிறுவா ! நான்சுரந்தமுலையுணாயே. 3. ,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,இரண்டாம் திருமொழி - அரவணையாய் (கண்ணனை முலையுண்ண அழைத்தல்) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,రెండవ తిరుమొళి – అరవణైయాయ్ ,,తన్దం మక్కళ్ అళుదు శెన్ఱాల్* తాయ్‌మారావార్ తరిక్కగిల్లార్*  వన్దు నిన్మేల్ పూశల్ శెయ్య* వాళవల్ల వాశుదేవా!* ఉన్‌దైయర్ ఉన్ తిఱత్తర్ అల్లర్* ఉన్నై నాన్ ఒన్ఱు ఉరప్పమాట్టేన్*  నన్దగోపన్ అణిశిఱువా!* నాన్ శురన్ద ములైయుణాయే. 3 
131,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,iraNdaam tirumozhi ,4,kaNchan thannaal puNarkkap patta* kaLLachchakadu kalakkazhiya* \npaNchiyanna melladiyaal* paayndha pOdhu n^ondhidum enRu* \naNYchinEnkaaN amarar kOvE!* aayar koottaththu aLavanRaalO* \nkaNchanai un vaNYchanaiyaal* valaippaduththaay! mulaiyuNaayE.,கஞ்சன்தன்னால்புணர்க்கப்பட்ட * கள்ளச்சகடுகலக்கழிய *\nபஞ்சியன்னமெல்லடியால் * பாய்ந்தபோதுநொந்திடுமென்று *\nஅஞ்சினேன்காண்அமரர்கோவே ! ஆயர்கூட்டத்தளவன்றாலோ *\nகஞ்சனைஉன்வஞ்சனையால் * வலைப்படுத்தாய் ! முலையுணாயே. 4.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,இரண்டாம் திருமொழி - அரவணையாய் (கண்ணனை முலையுண்ண அழைத்தல்) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,రెండవ తిరుమొళి – అరవణైయాయ్ ,,కఞ్జన్ తన్నాల్ పుణర్‌క్క ప్పట్ట* కళ్ళ చ్చగడు కలక్కళియ*  పఞ్జియన్న మెల్లడియాల్* పాయ్‌న్ద పోదు నొన్దిడుం ఎన్ఱు* అఞ్జినేన్ కాణ్ అమరర్ కోవే!* ఆయర్ కూట్టత్తు అళవన్ఱాలో*  కఞ్జనై ఉన్ వఞ్జనైయాల్* వలైప్పడుత్తాయ్! ములైయుణాయే. 4  
132,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,iraNdaam tirumozhi ,5,theeya pundhik kaNchan unmEl* sinamudaiyan sOrvu paarththu* \nmaayandhannaal valaippadukkil* vaazhakillEn vaasudhEvaa!* \nthaayar vaaychchol karumam kaNdaay* saaRRich chonnEn pOhavENdaa* \naayarpaadikku aNiviLakkE!* amarndhu vandhu en mulaiyuNaayE.,தீயபுந்திக்கஞ்சன்உன்மேல் * சினமுடையன் சோர்வுபார்த்து *\nமாயந்தன்னால்வலைப்படுக்கில் * வாழகில்லேன்வாசுதேவா !*\nதாயர்வாய்ச்சொல்கருமம்கண்டாய் * சாற்றிச்சொன்னேன்போகவேண்டா *\nஆயர்பாடிக்கணிவிளக்கே !*அமர்ந்துவந்துஎன்முலையுணாயே. 5.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,இரண்டாம் திருமொழி - அரவணையாய் (கண்ணனை முலையுண்ண அழைத்தல்) ,Tiruvaaipadi (Aayarpadi) - Sri Navamohana Krishna Perumal Temple,திருவாய்ப்பாடி ஸ்ரீ நவமோஹன கிருஷ்ணன் பெருமாள் திருக்கோயில் - மதுரா,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,రెండవ తిరుమొళి – అరవణైయాయ్ ,తిరువాయిప్పడి (ఆయర్‌ప్పాడి) - శ్రీ నవమోహన కృష్ణ పెరుమాళ్,తీయ పున్ది క్కఞ్జన్ ఉన్‌మేల్* శినముడైయన్ శోర్వు పార్‌త్తు*  మాయన్ తన్నాల్ వలైప్పడుక్కిల్* వాళగిల్లేన్ వాశుదేవా!* తాయర్ వాయ్‌చ్చొల్ కరుమం కణ్డాయ్* శాట్ఱి చ్చొన్నేన్ పోగవేణ్డా*  ఆయర్‌పాడిక్కు అణివిళక్కే!* అమర్‌న్దు వన్దు ఎన్ ములైయుణాయే. 5 
133,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,iraNdaam tirumozhi ,6,minnanaiya n^uNNidaiyaar* virikuzhalmEl n^uzhaindha vaNdu* \ninnisaikkum villipuththoor* inidhamarndhaay! unnaik kaNdaar* \nenna n^Onbu n^ORRaaLkolO* ivanaip peRRa vayiRudaiyaaL* \nennum vaarththaiy eydhuviththa* irudeekEsaa! mulai uNaayE.,மின்னனையநுண்ணிடையார் * விரிகுழல்மேல்நுழைந்தவண்டு *\nஇன்னிசைக்கும்வில்லிபுத்தூர் * இனிதமர்ந்தாய் !*உன்னைக்கண்டார் \nஎன்னநோன்புநோற்றாள்கொலோ * இவனைப்பெற்றவயிறுடையாள் *\nஎன்னும்வார்த்தையெய்துவித்த * இருடீகேசா ! முலையுணாயே. 6.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,இரண்டாம் திருமொழி - அரவணையாய் (கண்ணனை முலையுண்ண அழைத்தல்) ,Tiruvilliputtur (Sri Villiputhoor) - Sri Vadabhatra Saayi Perumal Temple,திருவில்லிபுத்தூர் ஸ்ரீ வடபத்ரசாயி பெருமாள் திருக்கோயில் - விருதுநகர்,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,రెండవ తిరుమొళి – అరవణైయాయ్ ,తిరువిల్లిపుత్తూర్ (శ్రీ విల్లిపుత్తూర్) - శ్రీ వటపత్రశాయి పెరుమాళ్,మిన్ననైయ నుణ్ణిడైయార్* విరికుళల్‌మేల్ నుళైన్ద వణ్డు*  ఇన్నిశైక్కుం విల్లిపుత్తూర్* ఇనిదమర్‌న్దాయ్! ఉన్నై క్కణ్డార్* ఎన్న నోన్బు నోట్ఱాళ్‌కొలో* ఇవనై ప్పెట్ఱ వయిఱుడైయాళ్*  ఎన్నుం వార్‌త్తై ఎయ్‌దువిత్త* ఇరుడీకేశా! ములై ఉణాయే. 6 
134,PeriyAzhwaar,Mudhal Aiyiram,PeriyAzhwaar Tirumozhi,Second century,iraNdaam tirumozhi ,7,peNdir vaazhvaar n^innoppaaraip* peRudhum ennum aasaiyaalE* \nkaNdavar_kaL pOkkozhindhaar* kaNNiNaiyaal kalakka n^Okki* \nvaNdulaam pooNGguzhalinaar* un vaayamudham uNNa vENdi* \nkoNdu pOvaan vandhu n^inRaar* gOvindhaa! nee mulai uNaayE.,பெண்டிர்வாழ்வார்நின்னொப்பாரைப் * பெறுதுமென்னுமாசையாலே *\nகண்டவர்கள்போக்கொழிந்தார் * கண்ணிணையால்கலக்கநோக்கி *\nவண்டுலாம்பூங்குழலினார் * உன்வாயமுதம்உண்ணவேண்டி *\nகொண்டுபோவான்வந்துநின்றார் * கோவிந்தா ! நீமுலையுணாயே. 7.,பெரியாழ்வார்,முதலாயிரம்,பெரியாழ்வார் திருமொழி,இரண்டாம்பத்து  ,இரண்டாம் திருமொழி - அரவணையாய் (கண்ணனை முலையுண்ண அழைத்தல்) ,,,పెరియాళ్వార్,ముదల్ ఆయిరమ్,పెరియాళ్వార్ తిరుమొళి,రెండవ శతం ,రెండవ తిరుమొళి – అరవణైయాయ్ ,,పెణ్డిర్ వాళ్‌వార్ నిన్నొప్పారై* ప్పెఱుదుం ఎన్నుం ఆశైయాలే*  కణ్డవర్‌గళ్ పోక్కొళిన్దార్* కణ్ణిణైయాల్ కలక్క నోక్కి* వణ్డులాం పూఙ్గుళలినార్* ఉన్ వాయ్అముదం ఉణ్ణ వేణ్డి*  కొణ్డు పోవాన్ వన్దు నిన్ఱార్* గోవిందా! నీ ములై ఉణాయే. 7 
